Request_Number,Connect_Time(s),TLS_Handshake(s),Total_Time(s),Elapsed_Time(s),Status,Success_Count,Bytes_Sent(B),Bytes_Received(B),KEM,Signature,Cert_Size(B)
402,0.008296,0.5447,0.55286,0.02972888946533203,Success,406/500,1282,21308,x25519_mlkem512,dilithium5,14953
404,0.003555,0.537349,0.542181,0.03930234909057617,Success,407/500,1282,21308,x25519_mlkem512,dilithium5,14953
406,0.005148,0.540854,0.551395,0.02024054527282715,Success,408/500,1282,21308,x25519_mlkem512,dilithium5,14953
407,0.006807,0.550487,0.561292,0.02863168716430664,Success,409/500,1282,21308,x25519_mlkem512,dilithium5,14953
408,0.017345,0.561615,0.572397,0.0437474250793457,Success,410/500,1282,21308,x25519_mlkem512,dilithium5,14953
403,0.006284,0.55001,0.564041,0.05350923538208008,Success,411/500,1282,21308,x25519_mlkem512,dilithium5,14953
409,0.009852,0.542771,0.553307,0.020061492919921875,Success,412/500,1282,21308,x25519_mlkem512,dilithium5,14953
410,0.012109,0.544864,0.550049,0.02158379554748535,Success,413/500,1282,21308,x25519_mlkem512,dilithium5,14953
413,0.010252,0.534802,0.539164,0.10448956489562988,Success,414/500,1282,21308,x25519_mlkem512,dilithium5,14953
417,0.006862,0.548488,0.553339,0.21538805961608887,Success,415/500,1282,21308,x25519_mlkem512,dilithium5,14953
412,0.011142,0.631176,0.646456,0.011961936950683594,Success,416/500,1282,21308,x25519_mlkem512,dilithium5,14953
422,0.07447,0.622218,0.631209,0.10544657707214355,Success,417/500,1282,21308,x25519_mlkem512,dilithium5,14953
418,0.014423,0.582875,0.587154,0.21598029136657715,Success,418/500,1282,21308,x25519_mlkem512,dilithium5,14953
454,0.004998,0.543444,0.548553,0.22891736030578613,Success,419/500,1282,21308,x25519_mlkem512,dilithium5,14953
439,0.005097,0.533285,0.539366,0.22429800033569336,Success,420/500,1282,21308,x25519_mlkem512,dilithium5,14953
411,0.020878,0.569823,0.575709,0.019195079803466797,Success,421/500,1282,21308,x25519_mlkem512,dilithium5,14953
458,0.015986,0.568081,0.575521,0.22512483596801758,Success,422/500,1282,21308,x25519_mlkem512,dilithium5,14953
405,0.007051,0.708162,0.713325,0.06480741500854492,Success,423/500,1282,21308,x25519_mlkem512,dilithium5,14953
452,0.016047,0.550399,0.554512,0.19074702262878418,Success,424/500,1282,21308,x25519_mlkem512,dilithium5,14953
415,0.064558,0.640751,0.645551,0.04409599304199219,Success,425/500,1282,21308,x25519_mlkem512,dilithium5,14953
420,0.05414,0.602967,0.609736,0.10513424873352051,Success,426/500,1282,21308,x25519_mlkem512,dilithium5,14953
434,0.067561,0.597022,0.603684,0.2128138542175293,Success,427/500,1282,21302,x25519_mlkem512,dilithium5,14953
428,0.005068,0.584501,0.588895,0.10461139678955078,Success,428/500,1282,21308,x25519_mlkem512,dilithium5,14953
466,0.01643,0.56634,0.582325,0.18874478340148926,Success,429/500,1282,21308,x25519_mlkem512,dilithium5,14953
462,0.09712,0.802444,0.82058,0.2359609603881836,Success,430/500,1282,21308,x25519_mlkem512,dilithium5,14953
479,0.066216,0.636954,0.644091,0.24177980422973633,Success,431/500,1282,21302,x25519_mlkem512,dilithium5,14953
456,0.051976,0.852085,0.875448,0.22625160217285156,Success,432/500,1282,21308,x25519_mlkem512,dilithium5,14953
449,0.014764,0.813963,0.853907,0.20177483558654785,Success,433/500,1282,21308,x25519_mlkem512,dilithium5,14953
443,0.0448,0.642343,0.654155,0.21895217895507812,Success,434/500,1282,21308,x25519_mlkem512,dilithium5,14953
451,0.012758,0.808922,0.816507,0.2028350830078125,Success,435/500,1282,21308,x25519_mlkem512,dilithium5,14953
444,0.008751,0.779978,0.785412,0.2072451114654541,Success,436/500,1282,21308,x25519_mlkem512,dilithium5,14953
463,0.110377,0.681273,0.699742,0.161698579788208,Success,437/500,1282,21308,x25519_mlkem512,dilithium5,14953
